"longitude","latitude","OBJECTID","VICINITY","SCI_NM","CMMN_NM","FAM_NAME","GENUS_NAME"
-77.0409757822,38.9297489977,18998411,"1743 KENYON ST NW","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0251068524,38.9637261454,18932175,"808 QUACKENBOS ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0193489204,38.9130878446,19018809,"506 RHODE ISLAND AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0917355654,38.9454965498,19053383,"4624 WINDOM PL NW","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.031647545,38.9397977485,18943537,"1343 SHEPHERD ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9269687017,38.9060179378,18914670,"5041 MEADE ST NE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0622705729,38.9496315243,18983881,"3020 BRANDYWINE ST NW","Pyrus calleryana 'Bradford'","Bradford callery pear","Rosaceae","Pyrus"
-77.0254772048,38.9649192461,18976063,"832 RITTENHOUSE ST NW","Platanus species","Plane tree","Platanaceae","Platanus"
-77.0169331025,38.9601226334,18931282,"314 NICHOLSON ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9762918496,38.8667291163,18909438,"1930 21ST PL SE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0196399966,38.9042447254,18951551,"515 L ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.080897423,38.9579951113,18945637,"4106 INGOMAR ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.097980608,38.9468359137,18999164,"4927 MASSACHUSETTS AVE NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0287292924,38.923720424,18984419,"1218 EUCLID ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9734887178,38.9372910838,18909312,"2214 Quincy St NE","Cornus kousa","Dogwood (Kousa)","Cornaceae","Cornus"
-77.0003269172,38.8353261454,19024516,NA,"Acer rubrum","Red maple","Aceraceae","Acer"
-77.0566168197,38.9164290829,18958548,"2540 MASSACHUSETTS AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9738370114,38.898883092,19029895,"opp 2104 G ST NE","Ulmus 'Accolade'","Elm (Accolade)","Ulmaceae","Ulmus"
-77.0464155698,38.9111809628,19060385,"2031 Q ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0083253282,38.9596999567,19003722,"10 MCDONALD PL NE","Magnolia Species","Magnolia","Magnoliaceae","Magnolia"
-77.0724912868,38.9413958385,18924382,"4000 37TH ST NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.1117793763,38.9381924011,19066799,"6119 MACARTHUR BLVD NW","Gymnocladus dioicus","Kentucky coffeetree","Fabaceae","Gymnocladus"
-77.0844031923,38.9439262126,19004596,"4320 VERPLANCK PL NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0312040143,38.9297227597,18980535,"1341 KENYON ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9192131444,38.8953404176,19022604,"422 57TH ST NE","Liquidambar Stryaciflua 'Sterile'","Sweetgum (sterile)","Hamamelidaceae","Liquidambar"
-77.0285690402,38.9258070404,18905723,"1213GIRARD ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0604452661,38.9127854977,19056893,"OPP 3034 R ST NW","Ginkgo biloba (female)","Ginkgo (female)","Ginkgoaceae","Ginkgo"
-76.9851829705,38.927934084,19038372,"1414 HAMLIN ST NE","Prunus species","Cherry","Rosaceae","Prunus"
-76.9735939391,38.8721279,19010093,"OPP 2237 MINNESOTA AVE SE","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-76.9947722368,38.843835322,18965164,"3000 8TH ST SE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0520282067,38.9234255638,19040174,"2300 CALVERT ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9857766743,38.8619008769,18964064,"1425 CEDAR ST SE","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0346611685,38.9127654714,19002506,"1700 15TH ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9871044709,38.8361482531,19044740,"3800 13TH ST SE","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.9841893891,38.89719601,18973041,"opp 543 TENNESSEE AVE NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0032996301,38.8414649395,18961994,"3400 MARTIN LUTHER KING JR AVE SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.083734161,38.9079113825,18910213,"4457 MACARTHUR BLVD NW","Acer saccharinum","Silver maple","Aceraceae","Acer"
-77.0769725981,38.9444501036,18939159,"4219 39TH ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9995789646,38.8416781075,18961693,"3303 5TH ST SE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0966978945,38.9480828811,18984545,"4500 49TH ST NW","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-77.0433551247,38.9314096393,19015421,"1842 LAMONT ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0246200638,38.9008105755,19039839,"900 BLOCK I (EYE) ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9315972763,38.879645662,18968799,"5000 HANNA PL SE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0107159248,38.8735278219,18924776,"OPP 1344 HALF ST SW","Acer campestre","Hedge maple","Aceraceae","Acer"
-77.0403953363,38.9204195707,18922253,"1700 KALORAMA RD NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0649307825,38.9078818754,18908162,"3200 blk O ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9369095961,38.8754089632,19007127,"4440 ALABAMA AVE SE","Magnolia acuminata","Cucumber magnolia","Magnoliaceae","Magnolia"
-77.0849147037,38.9615984766,18992472,"5400 WESTERN AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0971969752,38.9148790919,18900648,"4845 HUTCHINS PL NW","Acer buergeranum","Trident maple","Aceraceae","Acer"
-77.0346612632,38.9129326828,19017517,"1700 15TH ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0644657051,38.9768358068,19031312,"3292 ARCADIA PL NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-76.9819894957,38.8960817791,19062108,"1605 E ST NE","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.99807504,38.8418348253,18945710,"607 SAVANNAH ST SE","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-76.9914636675,38.8964132021,19028617,"500 BLOCK 11TH ST NE/ E ST","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0277114041,38.9319642182,19025701,"1022 PARK RD NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9882512234,38.8838738636,18982179,"400 BLOCK 13TH ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0391880856,38.9111844023,19015970,"1713 Q ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9535252898,38.8633966643,18995870,"2028 37TH ST SE","Celtis occidentalis","Hackberry","Ulmaceae","Celtis"
-77.003450593,38.8912870332,19011917,"109 2ND ST NE","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-77.0755289129,38.9138511338,19062995,"1600 BLOCK 39TH ST NW","Ulmus americana 'New Harmony'","New Harmony elm","Ulmaceae","Ulmus"
-77.0355653159,38.9419272113,19009334,"1537 UPSHUR ST NW","Tilia tomentosa","Silver linden","Tiliaceae","Tilia"
-77.0326316019,38.9412572145,18944335,"OPP 4108 14TH ST NW","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-76.968650692,38.8643225669,19063276,"2100 BLK 28TH ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9574420284,38.8690383579,18991055,"1714 33RD PL SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0318200428,38.9032881024,18952888,"1099 14TH ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-76.9475519265,38.8842489136,18985285,"424 RIDGE RD SE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0550590261,38.9803714069,19059293,"3065 CHESTNUT ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0313335948,38.9266944079,19006092,"opp 1341 HARVARD ST NW","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-76.9981469953,38.8960701953,19015014,"opp to 604 E ST NE","Gymnocladus dioicus","Kentucky coffeetree","Fabaceae","Gymnocladus"
-77.0921206272,38.9207386225,19037774,"2233 46TH ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9862053128,38.8948409791,18998853,"1300 BLK D ST NE","Cladrastis lutea","Yellowwood","Fabaceae","Cladrastis"
-76.9952033836,38.9536652539,18911895,"5146 7TH ST NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0758999873,38.9269747088,18927113,"2820 BELLEVUE TER NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0120700835,38.9251976785,18915055,"2600 1ST ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9879554347,38.9296805745,18917567,"1307 JACKSON ST NE","Prunus Okame","Okame cherry","Rosaceae","Prunus"
-77.042951406,38.9389350874,19014746,"1827 RANDOLPH ST NW","Fraxinus species","Ash","Oleaceae","Fraxinus"
-76.9356868029,38.8936444948,18944997,"4623 CLAY ST NE","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-76.9798133705,38.9346699504,19006256,"3616 18TH ST NE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0085444567,38.9252312075,19025851,"unit blk FRANKLIN ST NE","Cercis species","Redbud","Fabaceae","Cercis"
-77.0923438795,38.9448438405,18901000,"4639 WARREN ST NW","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.9894469456,38.9492723461,18942248,"4895 SARGENT RD NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.1108294859,38.9300480171,19007614,"5600 blk potomac ave nw","Morus alba","Mulberry","Moraceae","Morus"
-77.0634973357,38.9658659888,19070685,"OPP 3122 NORTHAMPTON ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9983808202,38.8978118065,18946917,"613 6TH ST NE","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-77.0302501148,38.9807198212,18984193,"7504 ALASKA AVE NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0559698509,38.9233877381,18915385,"2701 CALVERT ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0774774414,38.9583305562,18925598,"3900 Ingomar st NW","Liquidambar styraciflua 'Slender Silhouette'","Slender Silhouette Sweetgum","Altingiaceae","Liquidambar"
-77.0362663068,38.9148844438,19008036,"1500 blk SWANN ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0524460433,38.905362374,19065222,"2445 M ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.028026098,38.8988465297,18991048,"741 12TH ST NW","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-77.0381930504,38.9057275904,18902912,"1600 BLK M ST NW","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-76.9673644115,38.8767005881,19032440,"2900 NELSON PL SE","Prunus species","Cherry","Rosaceae","Prunus"
-76.9820345114,38.8865502681,18978527,"1602 MASSACHUSETTS AVE SE","Tilia tomentosa","Silver linden","Tiliaceae","Tilia"
-76.9598548019,38.8738216777,18938482,"3224 POPE ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0359087622,38.9528628497,18911548,"1516 HAMILTON ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0029007932,38.8972778955,19038722,"217 F ST NE","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9761630626,38.9258575605,18912183,"2817 20TH ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0836243936,38.9297788977,18929605,"3000 blk NEW MEXICO AVE NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9995941687,38.8901484776,18982468,"UNIT BLOCK 5TH ST NE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-76.9979628946,38.8954281575,18963361,"613 LEXINGTON PL NE","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-76.9728363325,38.8955814823,19026393,"OPP 420 24TH ST NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9793555802,38.890737065,19016965,NA,"Quercus shumardi","Shumard oak","Fagaceae","Quercus"
-77.0661673014,38.9124249266,19029755,NA,"Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.983264652,38.8353671126,19044734,"1328 SOUTHERN AVE SE","Prunus species","Cherry","Rosaceae","Prunus"
-76.9923696304,38.9503349934,18948716,"1000 blk EMERSON ST NE/10th St","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.000812898,38.954524479,18915520,"5223 4TH ST NE/Hamilton","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9477177319,38.8883818221,19047734,"100 STODDERT PLACE SE","Quercus ilicifolia","Bear Oak","Fagaceae","Quercus"
-76.9638202113,38.924415339,19064787,"OPP 2504 SOUTH DAKOTA AVE NE","Quercus nuttallii","Nuttall oak","Fagaceae","Quercus"
-77.0478598861,38.8953233072,18990357,"2100 BLOCK D ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0964615643,38.9368915356,19068388,"4900 HILLBROOK LN NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0882695607,38.9324743696,18973196,"4441 LOWELL ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0005061457,38.8809068929,18952730,"712 4TH ST SE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9927109506,38.8869649469,18968935,"219 10TH ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0259280081,38.9185399623,18912777,"2109 10TH ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0296214444,38.9442065708,19009708,"4301 13TH ST NW","Gymnocladus dioicus","Kentucky coffeetree","Fabaceae","Gymnocladus"
-76.9828832387,38.9341934613,18924522,"3600 blk 16TH ST NE/Newton St","Acer saccharinum","Silver maple","Aceraceae","Acer"
-77.0080943832,38.9171542308,19042092,"OPP 22 RHODE ISLAND AVE NE(median)","Prunus species","Cherry","Rosaceae","Prunus"
-76.9114295671,38.8920317619,18995705,"6242 BANKS PL NE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-76.948683592,38.8681912663,18968872,"3977 ALABAMA AVE SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0956655816,38.952933343,19010312,"4831 WESTERN AVE NW","Cercis species","Redbud","Fabaceae","Cercis"
-76.9904241375,38.8437562039,18916096,"3216 12TH ST SE","Platanus species","Plane tree","Platanaceae","Platanus"
-77.0227039708,38.9232904368,19064775,NA,"Taxodium distichum","Bald cypress","Cupressaceae","Taxodium"
-76.9861197493,38.8841626112,18991951,"1300 BLK D ST SE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0381174688,38.9419295625,19066152,"1625 UPSHUR ST NW","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0742908403,38.9639583291,19065176,"3700 blk MORRISON ST NW","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-76.9391333424,38.8925277776,18933352,"221 44TH ST NE","Syringa reticulata","Lilac","Oleaceae","Syringa"
-77.0513460376,38.9063456082,18981466,"1221 24TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9424475058,38.9056800971,18992441,"4218 MEADE ST NE","Cercis species","Redbud","Fabaceae","Cercis"
-76.9266275043,38.8828085472,18963287,"421 53RD ST SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9979722019,38.8592710077,18918272,"1235 EATON RD SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0586830648,38.9601177113,19042262,"5355 29TH ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9155962903,38.8972137951,18988092,"5920 FOOTE ST NE","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-76.9508392368,38.8642509444,18970616,"3821 V ST SE","Quercus nuttallii","Nuttall oak","Fagaceae","Quercus"
-77.0251831739,38.9218019959,19002398,"2300 BLK SHERMAN AVE NW","Styphnolobium japonicum","Japanese pagodatree","Fabaceae","Styphnolobium"
-76.975457796,38.87168529,19027426,"2019 NAYLOR RD SE","Magnolia virginiana","Sweetbay magnolia","Magnoliaceae","Magnolia"
-77.03895611,38.9162507426,18978518,"1750 WILLARD ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.046935159,38.9071996627,19002840,"OPP 2101 N ST NW","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0188365586,38.9028781386,18915256,"1000 BLK 5TH ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9843935838,38.8969459076,18916772,"532 TENNESSEE AVE NE","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.9331737175,38.8749405172,18910955,"4620 REED TER SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0785426319,38.9577416535,18991530,"3913 HUNTINGTON ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9762916054,38.9386337774,18927537,"4004 20TH ST NE/Randolph","Amelanchier laevis","Alleghany serviceberry","Rosaceae","Amelanchier"
-77.0079325246,38.9252270279,18929839,"25 FRANKLIN ST NE","Platanus occidentalis","American sycamore","Platanaceae","Platanus"
-77.0231934019,38.973016878,19046754,"6821 PINEY BRANCH RD NW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-76.9732971294,38.9397038885,18976286,"2212 SHEPHERD ST NE/Bunker Hill Rd","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9872278786,38.8933153676,18944532,"255 TENNESSEE AVE NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9584476753,38.9278586982,18989441,"3400 blk FORT LINCOLN DR NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0508151701,38.9245580783,18980261,"2623 WOODLEY PL NW","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.9903567884,38.8328708894,19028726,"OPP 909 BARNABY ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9895761314,38.8954042196,18921221,"1217 DUNCAN PL NE","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-76.9750825837,38.8459798325,18924468,"2010 TREMONT ST SE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9903202987,38.9471525873,18969770,"4722 12th St NE/Buchanan","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0631956205,38.9271000294,18953750,"opp 2820 32ND ST NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0232224824,38.9472492984,18959506,"742 CRITTENDEN ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0175460187,38.9497262984,19044542,"4800 BLK 4TH ST NW","Magnolia Species","Magnolia","Magnoliaceae","Magnolia"
-77.0608321237,38.9370314109,18969701,"2934 PORTER ST NW","Platanus x acerifolia 'Bloodgood'","Bloodgood london plane tree","Platanaceae","Platanus"
-76.9821508531,38.8910572301,18998209,"100 BLOCK 16TH ST NE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-77.0296078529,38.9713684574,18926009,"6643 13TH ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9942556405,38.8845544462,18990212,"OPP 820 D ST SE","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0233890848,38.9758634712,18932276,"705 DAHLIA ST NW","Acer campestre","Hedge maple","Aceraceae","Acer"
-76.9779697733,38.8670411625,18946435,"1823 T PL SE","Amelanchier arborea","Downy serviceberry","Rosaceae","Amelanchier"
-77.0682648107,38.9532666921,18911334,"3200 BLK ELLICOTT ST NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-76.9723685369,38.9361243678,18968547,"opp 2234 PERRY ST NE","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0650033113,38.9335452689,18920146,"3223 MACOMB ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0390251761,38.907300384,18900540,"1709 N ST NW","Carpinus species","Hornbeam","Betulaceae","Carpinus"
-77.0448174449,38.9138102169,18982647,"OPP 1728 20TH ST NW","Tilia americana","American linden","Tiliaceae","Tilia"
-76.9167024271,38.8945483089,18939711,"OPP 5827 DIX ST NE","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0029913407,38.8810939628,19044563,NA,"Betula nigra","River birch","Betulaceae","Betula"
-77.0664509637,38.9318803283,19009415,"3106 34TH ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9753731054,38.8934598246,19051238,"2022 C ST NE","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9814982309,38.868891179,18999187,"1616 RIDGE PL SE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-77.0012378117,38.9626515602,18924366,"333 PEABODY ST NE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9846135843,38.8930214498,19010067,"232 14TH PL NE","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
